artist,song_name,lyric
방탄소년단,Yet To Come,"['Was it honestly the best?', 'Cause I just wanna see the next', '부지런히 지나온', '어제들 속에', '참 아름답게', '', 'Yeah the past was honestly the best', 'But my best is what comes next', 'I’m not playin’, nah for sure', '그날을 향해', '숨이 벅차게', 'You and I', 'best moment is yet to come', 'Moment is yet to come, yeah', '', '다들 언제부턴가', '말하네 우릴 최고라고', '온통 알 수 없는 names', '이젠 무겁기만 해', '노래가 좋았다고', '그저 달릴 뿐이라고', 'Promise that we’ll keep on coming back for more', '', '너의 마음속 깊은 어딘가', '여전한 소년이 있어', 'My moment is yet to come', 'Yet to come', '(당신은 꿈꾸는가, 그 길의 끝은 무엇일까)', 'Moment is yet to come, yeah', '(모두가 숨죽인 밤, 우린 발을 멈추지 않아)', 'Yet to come', '(We gonna touch the sky, ‘fore the day we die)', 'Moment is yet to come, yeah', '(자 이제 시작이야, the best yet to come)', '', '언젠가부터 붙은 불편한 수식어', '최고란 말은 아직까지 낯간지러워', '난 난 말야 걍 음악이 좋은 걸', '여전히 그때와 다른 게 별로 없는걸', '', '아마 다른 게 별로 없다면', 'You’ll say it’s all a lie, yeah', '난 변화는 많았지만', '변함은 없었다 해', 'A new chapter', '매 순간이 새로운 최선', '지금 난 마치 열세 살', '그때의 나처럼 뱉어', 'Huh', '', '아직도 배울 게 많고', '나의 인생 채울 게 많아', '그 이유를 물어본다면', '내 심장이 말하잖아', 'We ain’t about it 이 세상의 기대', 'We ain’t about it 최고란 기준의 step', '', '(We ain’t about it)', '왕관과 꽃, 수많은 트로피', '(We ain’t about it)', 'Dream & hope & goin’ forward', '(We so about it)', '긴긴 원을 돌아 결국 또 제자리', 'Back to one', '', '너의 마음속 깊은 어딘가', '여전한 소년이 있어', 'My moment is yet to come', 'Yet to come', '(당신은 꿈꾸는가, 그 길의 끝은 무엇일까)', 'Moment is yet to come, yeah', '(모두가 숨죽인 밤, 우린 발을 멈추지 않아)', 'Yet to come', '(We gonna touch the sky, ‘fore the day we die)', 'Moment is yet to come, yeah', '(자 이제 시작이야, the best yet to come)', '', 'So was it honestly the best?', 'Cause I just wanna see the next', '눈부시게 지나온', '기억들 속에', '참 아름답게', '', 'Yeah the past was honestly the best', 'But my best is what comes next', ""We'll be singin' till the morn"", '그날을 향해', '더 우리답게', 'You and I', 'best moment is yet to come']"
TWICE (트와이스),Talk that Talk,"['날 보는 Eyes 씩 웃는 Lips', '맘에 들지 I like it (Oh yeah)', '네 A to Z 꽤 달콤해', '(That’s right)', 'But I wanna skip (Just skip)', '더 결정적인 Thing (That thing)', '본론을 원해 빙빙 돌린', '서론 따위 말고 (I mean L word)', '더 더 더 더 더 더 보여줘 (보여줘)', '너 너 너 너 너 널 알려줘 (알려줘)', '지금 난 Need some hints', '채우고 있어 너란 Crosswords', 'Beep beep beep beep beep,', 'the time is up', '난 이미 알 것 같지만', '네 목소리로 바로 듣고 싶은데', 'Baby 내 답은 뻔하잖아 YES or YES', '밀거나 당기는', '괜한 시간 낭비는 싫으니', '과감하게 Say it now 원해 1 to 10', '시작해볼까 Right now', 'Tell me what you want', 'Tell me what you need', 'A to Z 다 말해봐', 'But 시작은 이렇게 해', 'Talk that talk 딱 한 마디', 'Talk that talk L-O-V-E', '들려줘 Ooh', 'Now now now now now yeah', 'Yeah turn it up', '너의 눈 Look look look', '위아래로 Roll roll roll', '읽었잖아 뭐 피차', '눈빛 사이 오고 가는 말', '차근차근 1, 2, 3 (Just 1, 2, 3)', '더 친절하게 ABC (Like ABC)', 'Don’t stop and just replay replay', '(Yeah that’s my only request)', 'Baby 날 안고 달콤하게 (달콤하게)', 'Tell me now (Just tell me now)', '때로는 뻔한 말이', '더 좋다는 걸 알잖니', 'Favorite part 지금이야', '(Want it more)', 'Now we’re almost there', '시작해볼까 Right now', 'Tell me what you want', 'Tell me what you need', 'A to Z 다 말해봐', 'But 시작은 이렇게 해', 'Talk that talk 딱 한 마디', 'Talk that talk L-O-V-E', '들려줘 Ooh', 'Now now now now now yeah', '단순한 Words 사랑한다는 말', '그게 다야 난 꾸밈없이 듣길 원하지', '미루지 않아 너에게 다가가', '난 심플하게', '다 말할게 I love you', 'Tell me what you want', 'Tell me what you need', 'A to Z 다 좋지만', '난 이 말이 제일 좋은데', 'Talk that talk 딱 한 마디', 'Talk that talk L-O-V-E', 'Oh yeah it sounds so good', '더 빠져들어 푹', 'Tell me what you want', 'Tell me what you need', '한 번 더 해줘', '그래 방금 그 말', 'Talk that talk 딱 한 마디', 'Talk that talk L-O-V-E', '들려줘 Ooh', 'Now now now now now yeah', 'Yeah turn it up']"
방탄소년단,Permission to Dance,"['It’s the thought of being young', 'When your heart’s just like a drum', 'Beating louder with no way to guard it', 'When it all seems like it’s wrong', 'Just sing along to Elton John', 'And to that feeling, we’re just getting started', '', 'When the nights get colder', 'And the rhythms got you falling behind', 'Just dream about that moment', 'When you look yourself right in the eye, eye, eye', 'Then you say', '', 'I wanna dance', 'The music’s got me going', 'Ain’t nothing that can stop how we move yeah', 'Let’s break our plans', 'And live just like we’re golden', 'And roll in like we’re dancing fools', '', 'We don’t need to worry', '‘Cause when we fall we know how to land', 'Don’t need to talk the talk, just walk the walk tonight', '‘Cause we don’t need permission to dance', '', 'There’s always something that’s standing in the way', 'But if you don’t let it faze ya', 'You’ll know just how to break', 'Just keep the right vibe yeah', '‘Cause there’s no looking back', 'There ain’t no one to prove', 'We don’t got this on lock yeah', '', 'The wait is over', 'The time is now so let’s do it right', 'Yeah we’ll keep going', 'And stay up until we see the sunrise', 'And we’ll say', '', 'I wanna dance', 'The music’s got me going', 'Ain’t nothing that can stop how we move yeah', 'Let’s break our plans', 'And live just like we’re golden', 'And roll in like we’re dancing fools', '', 'We don’t need to worry', '‘Cause when we fall we know how to land', 'Don’t need to talk the talk, just walk the walk tonight', '‘Cause we don’t need permission to dance', '', 'Da na na na na na na', 'Da na na na na na na', 'Da na na na na na na', 'No, we don’t need permission to dance', '', 'Da na na na na na na', 'Da na na na na na na', 'Da na na na na na na', '', 'Well let me show ya', 'That we can keep the fire alive', '‘Cause it’s not over', 'Till it’s over say it one more time', 'Say', '', 'I wanna dance', 'The music’s got me going', 'Ain’t nothing that can stop how we move yeah', 'Let’s break our plans', 'And live just like we’re golden', 'And roll in like we’re dancing fools', '', 'We don’t need to worry', '‘Cause when we fall we know how to land', 'Don’t need to talk the talk, just walk the walk tonight', '‘Cause we don’t need permission to dance']"
김호중,그중에 그대를 만나,"['그렇게 대단한 운명까진', '바란적 없다 생각했는데', '그대 하나 떠나간 내 하룬 이제', '운명이 아님 채울 수 없소', '별처럼 수 많은 사람들', '그 중에 그대를 만나', '꿈을 꾸듯 서롤 알아보고', '주는 것 만으로 벅찼던', '내가 또 사랑을 받고', '그 모든건 기적이었음을', '그렇게 어른이 되었다고', '자신한 내가 어제같은데', '그대라는 인연을 놓지 못하는', '내 모습 어린아이가 됐소', '별처럼 수 많은 사람들', '그 중에 그대를 만나', '꿈을 꾸듯 서롤 알아보고', '주는 것 만으로 벅찼던', '내가 또 사랑을 받고', '그 모든건 기적이었음을', '나를 꽃처럼 불러주던', '그대 입술에 핀 내 이름', '이제 수많은 이름들', '그 중에 하나되고', '오 그대의 이유였던', '나의 모든 것도 그저 그렇게', '별처럼 수 많은 사람들', '그 중에 서로를 만나', '사랑하고 다시 멀어지고', '억겁의 시간이 지나도', '어쩌면 또다시 만나', '우리 사랑 운명이었다면', '내가 너의 기적이었다면']"
Justin Bieber,Off My Face,"['One touch and you got me stoned', ""Higher than I've ever known"", 'You call the shots and I follow', 'Sunrise but the night still young', 'No words but we speak in tongues', 'If you let me I might say too much', 'Your touch blurred my vision', ""It's your world and I'm just in it"", ""Even sober I'm not thinkin' straight"", ""'Cause I'm off my face"", 'in love with you', ""I'm out my head so into you"", ""and I don't know how you do it"", ""But I'm forever ruined by you"", 'ooh ooh ooh', ""Can't sleep"", ""'cause I'm way too buzzed"", ""Too late now you're in my blood"", ""I don't hate the way you keep me up"", 'Your touch blurred my vision', ""It's your world and I'm just in it"", ""Even sober I'm not thinkin' straight"", ""'Cause I'm off my face"", 'in love with you', ""I'm out my head so into you"", ""and I don't know how you do it"", ""But I'm forever ruined by you"", 'ooh ooh ooh', 'Ooh-ooh-ooh ooh ooh ooh ooh', 'Ooh-ooh-ooh ooh ooh', 'Ooh-ooh-ooh ooh ooh ooh ooh', 'Ooh-ooh-ooh ooh ooh', ""'Cause I'm off my face"", 'in love with you', ""I'm out my head so into you"", ""and I don't know how you do it"", ""But I'm forever ruined by you"", 'ooh ooh ooh', 'By you ooh ooh ooh']"
이석훈,바보에게 바보가 (웹툰 '연애의 발견' X 이석훈),"['너무 걱정하지는 마', '보란 듯이 살아 볼 거야', '후회는 사치일 뿐이야', '다시 시작해 볼게', '나 어제 또 울었어', '나 어제 또 슬펐어', '왜 이런 바보를 사랑한 거니', '네 마음이 예뻐서', '네 사랑이 고마워', '이젠 네 손을 잡고', '다시 태어날 거야', '바보도 사랑합니다', '보내주신 이 사람', '이제 다시는 울지 않을 겁니다', '나 이제 목숨을 걸고', '세상 아픔에서 지켜낼게요', '이 사람을 사랑합니다', '널 위한다는 그 이유로', '너를 보낼 뻔했어', '나 그렇게 바보야', '넌 내 사랑 바보고', '서로를 많이도 울게 했었지', '네 사랑이 없다면', '널 만날 수 없다면', '아마 나는 평생을 후회하며 살 거야', '바보도 사랑합니다', '보내주신 이 사람', '이제 다시는 울지 않을 겁니다', '나 이제 목숨을 걸고', '세상 아픔에서 지켜낼게요', '이 사람을', '널 위해 노력해 볼게', '널 위해 살아갈게', '나약한 마음 따윈 모두 버릴게', '우리의 사랑을 위해', '너의 손을 잡고 놓지 않을게', '사랑하는 내 사랑 바보야']"
박재범,GANADARA (Feat. 아이유),"['길거리를 걷다 보면', '사랑 노래만 흘러나와', '나는 왜 저런 게 낯설까', '난 한국말까지 서툴러', '번역기도 전혀 도움 안 돼', '네 맘엔 어떨까 걱정만', '어떤 단어를 쓸지 I don’t know', '어떤 말을 할지 I don’t know', '나는 왜 이런지 I don’t know', 'You’re on my mind', '어떤 단어를 쓸지 I don’t know', '어떤 말을 할지 I don’t know', '나는 왜 이런지 I don’t know', 'You’re on my mind', 'Baby 정말 생각 안 나', 'Body language로 자신 있어', '보여줄게', 'girl just give me some your time', '너를 보면 손에 땀 나', '긴장 풀게 한 번 웃어줘', 'Let me take u on a magic carpet ride', '손을 잡아 따라와', '맑은 날씨 보름달', '가르쳐줘 오늘 밤', '가나다라마바사', '손을 잡아 따라와', '맑은 날씨 보름달', '가르쳐줘 오늘 밤', '가나다라마바사', '너무 완벽하지 않아도', '걱정 마 네 맘을 조금 알 것 같아', '네게 좀 더 다가서 볼까', '고민해 매일 밤', '길거리를 걷다 보면', '계속 계속 네 생각이 나', '이런 내 모습이 왜 낯설까', '번역기 위에서', '헤매는 네 손가락까지', '자꾸만 생각이 나는 걸', 'Body language도 나는 괜찮아', 'But 생각 안 나면 그냥 웃어줘', '모든 것을 알려줄게 오늘 밤', '내가 나쁜 남자처럼 보여도', '너를 볼 때면 맘이 여려져', 'I wouldn’t mind if I died in your arms', '손을 잡아 따라와', '맑은 날씨 보름달', '가르쳐줘 오늘 밤', '가나다라마바사', '손을 잡아 따라와', '맑은 날씨 보름달', '가르쳐줘 오늘 밤', '가나다라마바사', '손을 잡아 따라와', '맑은 날씨 보름달', '가르쳐줘 오늘 밤', '가나다라마바사', '손을 잡아 따라와', '맑은 날씨 보름달', '가르쳐줘 오늘 밤', '가나다라마바사']"
케이시 (Kassy),늦은 밤 헤어지긴 너무 아쉬워,"['어쩌면 너도 나와 같은 꿈 꿀까', '매일 마주 보며 눈뜨는 하루', '늦은 밤 헤어지긴 너무 아쉬워', '널 많이 사랑하나 봐', '유난히 날씨가 좋은 날', '넌 나를 설레이게 해', '영화 속에서만 보던 일들이', '요즘 내 일상인 듯해', '어쩌면 너도 나와 같은 꿈 꿀까', '매일 마주 보며 눈뜨는 하루', '늦은 밤 헤어지긴 너무 아쉬워', '널 많이 사랑하나 봐', '오늘 너에게 고백하겠어', '취해서 하는 말이 아냐', '참아온 진심인 거야', '하루 종일 아무것도 안 해도', '너랑 있는 게 젤 좋아', '달빛도 하늘 아래 우리를 비추고', '온 세상이 모두 잠든 것 같아', '늦은 밤 헤어지긴 너무 아쉬워', '널 많이 사랑하나 봐', '네가 살아가는 순간에', '그 모든 순간에 내가 있음 해', '고마워 내 인생에 나타나줘서', '이렇게 날 안아줘서', '오늘 너에게 고백하겠어']"
OneRepublic,I Ain't Worried,"[""I don't know what you've been told"", 'But time is running out, no need to take it slow', ""I'm stepping to you toe-to-toe"", 'I should be scared, honey, maybe so', '', '[Chorus]', ""But I ain't worried 'bout it right now (Right now)"", 'Keeping dreams alive, 1999, heroes', ""I ain't worried 'bout it right now (Right now)"", ""Swimmin' in the floods, dancing on the clouds below"", '', '[Post-Chorus]', ""I ain't worried 'bout it"", ""I ain't worried 'bout it (Hey)"", '', '[Verse 2]', ""I don't know what you've been told"", ""But time is running out so spend it like it's gold"", ""I'm living like I'm nine-zeros"", 'Got no regrets even when I am broke (Yeah)', ""I'm at my best when I got something I'm wanting to steal"", 'Way too busy for them problems and problems to feel (Yeah, yeah)', 'No stressing, just obsessing with sealing the deal', ""I'll take it in and let it go"", '', '[Chorus]', ""But I ain't worried 'bout it right now (Right now)"", 'Keeping dreams alive, 1999, heroes', ""I ain't worried 'bout it right now (Right now)"", ""Swimmin' in the floods, dancing on the clouds below"", '', '[Post-Chorus]', ""I ain't worried 'bout it"", ""I ain't worried 'bout it (Hey)"", '', '[Bridge]', ""Ooh, I ain't worried"", 'Ooh, oh, no, no', '', '[Chorus]', ""I ain't worried 'bout it right now (Right now)"", 'Keeping dreams alive, 1999, heroes', ""I ain't worried 'bout it right now (Right now)"", ""Swimmin' in the floods, dancing on the clouds below"", '', '[Post-Chorus]', ""I ain't worried 'bout it (Ooh, hey)"", ""I ain't worried 'bout it (Ooh, hey)"", '', '[Outro]', ""I ain't worried 'bout it""]"
(여자)아이들,MY BAG,"['Red five diamonds in my bag', 'If you wanna see it, dance to a beat like that', 'My mama saw it and ‘Oh my god dang’', 'Ok I’ll show you what’s in my bag', '', 'Red five diamonds in my bag', 'If you wanna see it, dance to a beat like that', 'My mama saw it and ‘Oh my god dang’', 'Ok I’ll show you what’s in my bag', '', 'Uh oh I know you like it', 'My voice는 말해 뭐 해 God dang', 'Uh oh I just like it', '태생부터 많은 Money 관심 없지', '', '싸가지 없는 무대의 못된 범인의 눈빛', 'Fantasy란 말은 나를 빼고 다 금지', '글러 먹은 너의 감 모두 나를 위한 밥', '독한 Vibe sugar high 맛 좀 봐라 모두 Die', '', 'Rum-rum-rum Rumble 다 Crumble', '이 Voice는 Drum에도 No lose', 'No no no lovely I’m Bumblebee', '그냥 훅 들어갈 뿐 안 해 One, two', '', 'I never had 겁 a.k.a “Giant dog”', '아차 하고 쓰다듬은 다쳐 이건 어쩜 범', 'I value my love 그만 두들겨 너', '머리 빈 멍청이들과는 노는 물이 전혀 달라 Ye you know', '', 'Red five diamonds in my bag', 'If you wanna see it, dance to a beat like that', 'My mama saw it and ‘Oh my god dang’', 'Ok I’ll show you what’s in my bag', '', 'Red five diamonds in my bag', 'If you wanna see it, dance to a beat like that', 'My mama saw it and ‘Oh my god dang’', 'Ok I’ll show you what’s in my bag', '', '가벼운 건 No no', '공포에는 덤덤', '나쁜 놈에겐 월월', '덤벼봐라 Come come', '', 'I’m a cool lady 유일무이 캐릭', '네가 벌벌 떠는 언니들 사이 Boss baby', '넘치는 Jealousy', 'But that’s too early', '내 피부부터 Young한 것은 언급하기도 귀찮네', '', '존재가 Princess 어쩌면 범죄', '넘치는 Bullet 맘을 관통해', '향기는 Like rose and beautiful red', '화가 난 가시의 그대 Blood ye', '', '아직 읽지 않은 연락들은 앞으로도 읽지 않을 거니', '헛된 희망들은 저기 버려두길', 'You know say no', '', 'Red five diamonds in my bag', 'If you wanna see it, dance to a beat like that', 'My mama saw it and ‘Oh my god dang’', 'Ok I’ll show you what’s in my bag', '', 'Red five diamonds in my bag', 'If you wanna see it, dance to a beat like that', 'My mama saw it and ‘Oh my god dang’', 'Ok I’ll show you what’s in my bag']"
MSG워너비(M.O.M),듣고 싶을까,"['우리 함께 듣던 그 노랠 듣고 싶을까', '듣고 나서 잠시 날 생각은 할까', '아주 혹시라도 넌 내가 보고 싶을까', '난 왜 니 목소리가 듣고 싶을까', '뻔하디 뻔한 노랫말 여서 미안해', '미안해도 부디 넌 꼭 들어줬음 해', '후회도 미련도 없는 척 떠났지만', '이게 내 진심인 걸 꼭 알아줬음 해', '우리 함께 듣던 그 노랠 듣고 싶을까', '듣고 나서 잠시 날 생각은 할까', '아주 혹시라도 넌 내가 보고 싶을까', '못난 내 목소리가 듣고 싶을까', '말없이 다 전해지는 건 없지 난 말해 지금', '몇 년째 나의 favorite one', 'You the only one yeah', 'Yes I know 무엇도 달라질 건 없지만', '이게 내 진심인 걸 꼭 알아줬음 해', '우리 함께 듣던 그 노랠 듣고 싶을까', '듣고 나서 잠시 날 생각은 할까', '아주 혹시라도 넌 내가 보고 싶을까', '난 왜 니 목소리가 듣고 싶을까', 'Are you okay not today', '천천히 대답해도 돼 i just stay', '넌 내 목소리가 듣고 싶을까', '누굴 만나 봐도 다시는 못할 것 같아', '그립고 또 그립다 우리 그 사랑', 'Woo', 'I’m missing U', 'Never forget U', 'Never forget U', 'Oh no baby']"
YENA (최예나),SMILEY (Feat. BIBI),"['울지 마 울지 마', '어린아이같이', '웃는 게 웃는 게', '이기는 거라고', 'You are so cute', 'You are so dumb', '네가 하는 말이', '오늘따라 듣기 싫어', '하늘을 한 번 쳐다보고', '내가 꾹 참고', '맘을 다 잡고', '네게 밝게 웃어줄게', 'And I say Hey', 'I’m gonna make it', 'Smile Smile Smile away', '예쁘게 웃고 넘겨버릴래', 'Just Smile away', 'Just Smile away', '아픔 슬픔 외로움 잊게', 'I say hey', 'I never wanna Cry Cry Cry all day', '갑자기 눈물이 차오를 땐', 'Just Smile away', 'Just Smile away', '안녕이라 말할래', 'With my Smiley face', '비웃을 때 빼고', '내 입꼬리는 Chillin’', '나빠야지 살아남지 넌 뭐해', '귀엽고 예쁘면 장땡이냐 근데', '널 보고 있으니까 기분이가 좋네', '삐뚤어진 성격 모두 나를 겁내', '아주 그냥 확 너는 왜 계속 웃어', '당황하는 틈을 타 날 무장해제', '친구가 될 수 있을까 우리 둘이', '내가 꾹 참고', '맘을 다잡고', '네게 밝게 웃어줄게', 'And I say Hey', 'I’m gonna make it', 'Smile Smile Smile away', '예쁘게 웃고 넘겨버릴래', 'Just Smile away', 'Just smile away', '아픔 슬픔 외로움 잊게', 'I say hey', 'I never wanna Cry Cry Cry all day', '갑자기 눈물이 차오를 땐', 'Just Smile away', 'Just Smile away', '안녕이라 말할래', 'With my Smiley face', '사실 나의 맘속은 그게 아닌데', '웃어넘기기에 난 너무 행복해', '세상 환히 웃고 있는 내게', '미친 세상은 날 미쳤다 하겠지', 'I don’t care', 'I don’t care', 'What you saying', '한 번 사는 내 삶 I Smile it', 'Even it’s lonely & dark', 'Yeah I', 'And I say Hey', 'I’m gonna make it', 'Smile Smile Smile away', '예쁘게 웃고 넘겨버릴래', 'Just Smile away', 'Just Smile away', '아픔 슬픔 외로움 잊게', 'I say hey', 'I never wanna Cry Cry Cry all day', '갑자기 눈물이 차오를 땐', 'Just Smile away', 'Just Smile away', '안녕이라 말할래', 'With my Smiley face']"
주시크 (Joosiq),너를 생각해,"['너를 들려주고 싶었어', '이 노랠 만들 때', '아마 니가 정말 많이 좋아할꺼야', '이젠 내겐 니가 없어서', '나 혼자 불러도', '혹시 듣게 되면 그게 니 얘기라고', '난 노랠 만들 땐', '늘 너를 생각해', '어딘가 혼자 진지한 표정', '고개를 끄덕거리고 나선', '항상 흥얼거리며 따라 불렀어', '나를 보며 신나있던 너에게', '불러주고 싶던 노래를', '왜 이제야 겨우 완성했을까', '이 노랜 널 사랑한다는 내 얘기가', '잔뜩 들어갔어야 하는 노랜데', '너를 들려주고 싶었어', '이 노랠 만들 때', '아마 니가 정말 많이 좋아할꺼야', '이젠 내겐 니가 없어서', '나 혼자 불러도', '혹시 듣게 되면 그게 니 얘기라고', '니가 자주 가곤했던 카페에', '이 노래가 나올 때까지', '니 친구가 따라 부를 때까지', '이 노랠 유명해지게 계속 불러서', '나는 너에게로 꼭 닿고 말거야', '너를 들려주고 싶었어', '이 노랠 만들때', '아마 니가 정말 많이 좋아할꺼야', '이젠 내겐 니가 없어서', '나 혼자 불러도', '혹시 듣게 되면 그게 니 얘기라고', '너를 사랑할땐 몰랐던', '바보라 미안해', '아마 이걸 듣고 너는 원망하겠지', '이젠 내가 많이 잘할게', '너 혼자 울지마', '혹시 듣게 되면 아직 너뿐이라고']"
태연 (TAEYEON),Weekend,"['가장 가까운 바다', '혼자만의 영화관', '그냥 이끌리는 대로 해도 괜찮으니까', 'Every morning 울린', 'Beep beep beep beep 소리', '귀에 윙윙윙 맴도는', '나를 재촉하던 모닝콜 없이 일어나', 'Cheese cake 한 입', '유리컵 한가득', '내린 커피 한 잔', '아이스로 할래 아주 여유롭게', '문득 시곌 보니', '벌써 시간은 열두시', '그래도 아주 느긋해', '그리곤 하품 한 번', '한껏 기지개도 켜고', '생각해 오늘 뭐 할까', '창문 너머 계절에 시선이 닿은 그 순간', '쏟아지는 햇살 내 맘을 두드려', '내게 손짓하는 싱그러운 바람 타고서', '떠나볼래 When the weekend comes', 'I can do whatever I want', '바람 따라 흩어진 cloud', '더 자유롭게 we can go', '가장 가까운 바다', '혼자만의 영화관', '그냥 이끌리는 대로 해도 괜찮으니까', '훌쩍 떠나보는 drive', '뚜벅 걸어도 좋아', '뭐든 발길 닿는 대로 지금 떠나보려 해 oh', '하루쯤 세상의 얘길 무시한 채', '내가 나의 하루를 조립해 보려 해', '더는 no no stress 고민 안 할래', 'Move it right left right 내 맘대로', '가본 적도 없는 길 뭐가 있든지', 'I don’t need a map', 'when I roll the streets', '이어 가보는 이윤 for a little fun', '계속 up up up 좀 더 올라가', '한쪽 길모퉁이 따라 맘대로 자라난', '조그만 이름 모를 꽃', '한참을 바라보다 뜨거운 햇살을 피해', '벤치에 잠깐 앉아 봐', '느려지는 걸음 그림자의 속도를 따라', '함께 걷는 태양과 발을 맞추고', '뒤이을 달빛을 따라 돌아오고 싶은 걸', '떠나볼래 When the weekend comes', 'I can do whatever I want', '바람 따라 흩어진 cloud', '더 자유롭게 we can go', '아무 계획이 없어서 완벽한 plan', '우연히 찾아낸 secret place', '그곳에 두고 와 나만의 작은 짐', '골목길 끝을 돌아 만나게 될', '기분 좋은 surprise 또 설렘', '두근두근 온종일', '고소한 향기의 coffee shop', '눈에 들어오는 예쁜 옷', 'Do it for the weekend', 'do it for the weekend', '맘에 들어오는 걸 더는 망설이긴 싫은 걸', '그래도 돼 When the weekend comes', 'I can do whatever I want', '바람 따라 흩어진 cloud', '더 자유롭게 we can go', '가장 가까운 바다', '혼자만의 영화관', '그냥 이끌리는 대로 해도 괜찮으니까', '훌쩍 떠나보는 drive', '뚜벅 걸어도 좋아', '뭐든 발길 닿는 대로 지금 떠나보려 해 oh']"
주시크 (Joosiq),아무래도 난,"['아무렇지 않게 내 하루가 또', '지나갈 쯤에 문득', '네가 없다는 게 익숙해진 내가', '낯설어지곤 해 yeah', '이제와 너 없는 난 의미 없다고', '되돌릴 수 없는 우리겠지만', '네가 좋아했던 그 노랠 우연히', '듣게 됐어 아무래도 난', 'Baby I Need You', '좀 늦었겠지만', '다시 하고 싶어', '여전히 I Need you', 'Need You', '좀 어렵겠지만', '너 없인 안돼 난', '너도 알잖아', 'Baby I need you now', 'Baby I need you now', 'Baby I need you now', '몇 곡의 노래로 너를 불렀을까', '너도 들었겠지만', '아직도 궁금해', '내가 없이 보낸', '너의 지금은 어때', '이제와 너 없는 난 의미 없다고', '되돌릴 수 없는 우리겠지만', '네가 좋아했던 그 노랠 우연히', '불러 봤어 아무래도 난', 'Baby I Need You', '좀 늦었겠지만', '다시 하고 싶어', '여전히 I Need you', 'Need You', '좀 어렵겠지만', '너 없인 안돼 난', '너도 알잖아', 'Baby I need you now', 'Baby I need you now', 'Baby I need you now', '그때 네가 울던 한강 공원에서', '네 눈물을 보고 닦아 주질 못했어', '이런 게 떠올라 후회된 장면만', '웃는게 예뻤던 너를', 'Baby I Need You', '여전히 사랑해', '내가 잘못했어', '돌아와 I Need you', 'Need You', '너도 그랬다고', '나없이 안돼 넌', '너도 알잖아', 'Baby I need you now', 'Baby I need you now', 'Baby I need you now']"
김호중,인생은 뷰티풀,"['하나만 알고 둘은', '잘 모르는 사람입니다', '하루는 비틀거리고', '하루는 뒤뚱거리고', '월요일 아침이 오면', '버거운 세수를 하고', '화요일 점심시간에', '눈물 물처럼 삼키고 삼키고', '수요일 밤의 길목에', '갈 길을 잃고 서 있는', '그림자 손을 꼭 잡고', '다시 또 걸었습니다', '하나만 알고', '둘은 잘 모르고 살았습니다', '울어도 나 혼자 울고 웃어도', '나 혼자 웃고', '목요일 빈 술잔 안에', '외로움 가득 채우고', '금요일 목놓아 부른', '그리운 추억의 노래여 노래여', '토요일 바람이 분다', '춤춰라 머리카락아', '일요일 나의 식탁에', '태양이 비칠 때까지', '월화수목금토일', '외로움 가득 채우고', '눈물로 목 놓아 부른', '그리운 사랑의 노래여 노래여', '인생에 바람이 분다', '춤춰라 머리카락아', '행복한 나의 식탁에', '태양이 비칠 때까지', '태양이 웃을 때까지']"
김호중,나의 목소리로,"['그대 나를 많이 기다렸나요', '그대 나를 많이 생각했나요', '내가 그대에게 오기까지', '긴 시간을 버티며', '말없이 안아준 그대', '내가 아플 때 눈물이 돼줘서', '내가 지칠 때 웃음이 돼줘서', '내가 그대를 만나기까지', '수없이 넘어져도', '곁에서 지켜준 그대', '들리십니까 나의 간절한 목소리가', '그대 가슴에 들리십니까', '내 마음을 담아 내 사랑을 담아', '그대에게 들려 드릴게요', '나의 목소리로', '버틸 수 있는 이유 그대라서', '기대고 싶은 사람 그대라서', '이젠 그대가 힘들 때마다', '따뜻한 햇살처럼', '곁에서 안아줄게요', '들리십니까 나의 간절한 목소리가', '그대 가슴에 들리십니까', '내 마음을 담아 내 사랑을 담아', '그대에게 들려 드릴게요', '사랑한다고 사랑한다고', '내겐 너무 소중하다고', '외치는 말이 들리십니까', '내 두 팔을 벌려 그대를 안고서', '그대에게 들려 드릴게요', '나의 목소리로']"
선미,열이올라요 (Heart Burn),"['그대 아무런 말도 하지 마요', '이 맘은 여전히 그대로예요', '따가운 햇살 그 아래 우리', '이 분위기 난 좋아요', '어떡해 나 숨이 가빠져요', '그렇게 쳐다보면', '열이 올라요 에오', '뜨거워진 온도 탓일까요', '약이 올라요 에오', '한번쯤은 무너져줄게요', '에오 에오', '열이 올라요', '에오 에오', '여름 밤 열긴 밤새 식지 않고', '나는 자꾸 위험한 춤을 춰요', '따가운 햇살 적당한 바람', '이 분위기 난 좋아요', '어떡해 나 이제 못 참아요', '그렇게 쳐다보면', '열이 올라요 에오', '뜨거워진 온도 탓일까요', '약이 올라요 에오', '한번쯤은 무너져 줄게요', '올라 올라 라라라 요', '올라 올라 라라 라요 라요', '올라 올라 라라 라요', '올라 올라 라라', '잔뜩 취한 듯한 기분', '좀 더 높이 날 데려다 줘', '잠에 든 도시 타오른 밤이', '식기전에 한번만 더', '열이 올라요 에오', '뜨거워진 온도 탓일까요', '약이 올라요 에오', '한번쯤은 무너져 줄게요', '에오 에오', '열이 올라요', '에오 에오']"
